Organism	Uniprot	Protein name	Secretion	CAZy	Enzyme type	Substrate details	H2O2 type	MEROPS	Bagasse1	Bagasse2	Bagasse3	Birch1	Birch2	Birch3	Spruce1	Spruce2	Spruce3	Cellulose1	Cellulose2	Cellulose3	Glucose1	Glucose2	Glucose3	Peptides	Unique peptides	Score	MS/MS count	Majority protein IDs	EC	GO
m.thermophila	G2QDD9	Glycoside hydrolase family 43 protein	Y	GH43_24;CBM35	GH	xylan;arabinan			2.26	2.20	1.83	2.79	2.48	2.79	-0.01	-0.27	0.03	-0.27	-0.97	-1.53				16	16	285.08	235	tr|G2QDD9|G2QDD9_MYCTT		carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762160510	galactan 1,3-beta-galactosidase	Y	GH43_24;CBM35	GH	xylan;arabinan			-0.19	-0.13	-0.30	-1.48				1.08	0.20							10	10	261.93	165	2762160510		carbohydrate metabolic process
m.thermophila	G2QFK1	Glycoside hydrolase family 43 protein	Y	GH43_26	GH	xylan;arabinan			-0.30	-0.04	-1.18	-0.37	-0.54	-0.29	-2.05	-1.06	-1.25							4	4	163.29	66	tr|G2QFK1|G2QFK1_MYCTT		carbohydrate metabolic process [GO:0005975]
a.terreus	Q0CER7	Uncharacterized protein	Y	GH43_30	GH	xylan;arabinan			-2.38	0.00							-1.66			-1.95				4	4	49.941	45	tr|Q0CER7|Q0CER7_ASPTN		carbohydrate metabolic process [GO:0005975]
n.crassa	Q7S5Q5	Uncharacterized protein	Y							-1.31											0.54	2.40	0.65	2	2	185.81	38	tr|Q7S5Q5|Q7S5Q5_NEUCR		
n.crassa	Q7S9W0	Uncharacterized protein	N						-0.51	-0.56	-1.96													2	2	202.76	14	tr|Q7S9W0|Q7S9W0_NEUCR		
a.terreus	Q0C7Z1	Uncharacterized protein	Y	GH43_36	GH	xylan;arabinan			-0.35	0.05	0.21		-1.69	-1.23	0.51	-0.41	-0.42	-0.13	-0.05	-0.81				11	11	127.02	170	tr|Q0C7Z1|Q0C7Z1_ASPTN		carbohydrate metabolic process [GO:0005975]
n.crassa	Q7SCF6	Endothiapepsin	Y					AA-A1													1.19	2.31	2.47	7	7	206.5	74	tr|Q7SCF6|Q7SCF6_NEUCR		protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
n.crassa	Q7SCJ9	Phosphoglucomutase 2	N						-0.48		-1.05													6	6	65.214	18	tr|Q7SCJ9|Q7SCJ9_NEUCR		galactose catabolic process [GO:0019388]; glucose metabolic process [GO:0006006]; glycogen biosynthetic process [GO:0005978]
n.crassa	Q7SD67	Xylose reductase	N						0.71		0.40													8	8	237.82	23	tr|Q7SD67|Q7SD67_NEUCR		
n.crassa	Q7SE40	Transaldolase	N						1.71	1.10	1.67					0.73		0.80						10	10	176.42	61	tr|Q7SE40|Q7SE40_NEUCR	EC 2.2.1.2	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]
n.crassa	Q7SGE3	60S acidic ribosomal protein P2	Y						-0.63	0.41	-0.71													3	3	73.09	12	tr|Q7SGE3|Q7SGE3_NEUCR		cytoplasmic translation [GO:0002181]; translational elongation [GO:0006414]
m.thermophila	G2QCC8	Glycoside hydrolase family 43 protein	Y	GH43_36	GH	xylan;arabinan			2.45	2.75	1.67	1.14	0.84	1.26	0.57	0.58	0.85							22	22	323.31	287	tr|G2QCC8|G2QCC8_MYCTT		carbohydrate metabolic process [GO:0005975]
n.crassa	Q7SHY0	Serine protease p2	Y					SB-S8	-0.88	-2.54														2	2	17.553	8	tr|Q7SHY0|Q7SHY0_NEUCR		
n.crassa	V5IL01	Uncharacterized protein	N						0.71	1.08	0.45													5	5	323.31	25	tr|V5IL01|V5IL01_NEUCR;tr|V5IL77|V5IL77_NEUCR		
n.crassa	V5IN52	ATP citrate lyase	N																		0.80	1.82	1.41	2	2	102.95	13	tr|V5IN52|V5IN52_NEUCR		acetyl-CoA biosynthetic process [GO:0006085]; fatty acid biosynthetic process [GO:0006633]
p.chrysosporium	2762159589	family S53 protease	Y					SB-S53													-1.27	0.16	-0.25	2	2	61.049	42	2762159589		proteolysis
m.thermophila	G2QQ09	Glycoside hydrolase family 43 protein	Y	GH43_36	GH	xylan;arabinan			2.36	2.67	1.97	2.07	1.56	1.88	0.76	0.96	0.93	3.86	3.63	3.06				17	17	323.31	498	tr|G2QQ09|G2QQ09_MYCTT		carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762165790	arabinanase	Y	GH43_5	GH	xylan;arabinan						-2.10				-2.11	-1.43							4	4	47.361	31	2762165790		carbohydrate metabolic process
a.terreus	Q0CRJ6	Probable arabinan endo-1,5-alpha-L-arabinosidase C	Y	GH43_6	GH	xylan;arabinan			0.30	1.33	0.52		-0.50	-0.38	0.20	-0.19	0.20	2.70	1.98	1.42				7	7	138.77	228	sp|Q0CRJ6|ABNC_ASPTN	EC 3.2.1.99	arabinan catabolic process [GO:0031222]; xylan catabolic process [GO:0045493]
m.thermophila	G2QFK0	Arabinan endo-1,5-alpha-L-arabinosidase	Y	GH43_6	GH	xylan;arabinan			-1.81		-1.26													7	7	14.533	35	tr|G2QFK0|G2QFK0_MYCTT	EC 3.2.1.99	arabinan catabolic process [GO:0031222]
m.thermophila	G2Q0Y0	Glycoside hydrolase family 45 protein	Y	GH45	GH	cellulose												-2.20	-2.15					2	2	21.137	21	tr|G2Q0Y0|G2Q0Y0_MYCTT	EC 3.2.1.4	carbohydrate metabolic process [GO:0005975]
a.terreus	Q0D076	Probable mannosyl-oligosaccharide alpha-1,2-mannosidase 1B	Y	GH47	GH					-1.88	-3.13			-2.10			-2.25	-0.41	-1.04	-1.51				10	10	51.114	80	sp|Q0D076|MNS1B_ASPTN	EC 3.2.1.113	carbohydrate metabolic process [GO:0005975]; protein glycosylation [GO:0006486]
h.jecorina	G0RBB5	alpha-1,2-Mannosidase	Y	GH47	GH				-0.43	-0.62		-0.65	-1.13	-1.05	-1.27	-0.81	-1.11			-1.33				3	3	143.53	86	tr|G0RBB5|G0RBB5_HYPJQ	EC 3.2.1.-	metabolic process [GO:0008152]
m.thermophila	G2QHL4	alpha-1,2-Mannosidase	Y	GH47	GH					-0.99		-0.88	-1.11	-1.00	-0.74	-0.59	-1.65	-2.42	-0.55	-2.82				11	11	109.67	65	tr|G2QHL4|G2QHL4_MYCTT	EC 3.2.1.-	metabolic process [GO:0008152]
p.chrysosporium	2762161085	Actin 1	N							-0.67					-0.41			2.27	-1.41	0.51				7	7	67.316	228	2762161085		
p.chrysosporium	2762166192	Glycoside Hydrolase Family 47 protein	Y	GH47	GH				-1.75		-2.88	-2.79				-2.02	-2.34							5	5	34.062	48	2762166192	EC 3.2.1.113	
a.terreus	Q0C932	Uncharacterized protein	Y	GH5_4;CBM46	GH	mannan			-0.38	1.37	0.95		1.20	1.00	0.70	1.50	0.95	2.32	1.53	1.66				17	17	323.31	280	tr|Q0C932|Q0C932_ASPTN		carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762161535	DUF1793-domain-containing protein	N						0.58	0.71	0.62	0.61	-0.08	-1.85		1.67	1.96				-0.90	0.18	-0.45	13	13	323.31	310	2762161535	EC 3.5.1.2	
p.chrysosporium	2762161557	tripeptidyl peptidase A	Y					SB-S53	-3.23	-3.13			-3.44											2	2	5.0738	15	2762161557		
m.thermophila	G2QFT7	Glycoside hydrolase family 5 protein	Y	GH5_5	GH	mannan												0.77	-0.21	-0.68				9	9	202	57	tr|G2QFT7|G2QFT7_MYCTT	EC 3.2.1.4	carbohydrate metabolic process [GO:0005975]
h.jecorina	G0RB67	Glycoside hydrolase family 5	Y	GH5_5;CBM1	GH	mannan					1.24				1.80		0.56	3.71	6.21	5.68				2	2	323.31	101	tr|G0RB67|G0RB67_HYPJQ		carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762162448	lipase	Y						0.39	-0.13	0.24	-0.18	-0.94	-1.65		-0.48	-0.06							7	7	61.557	165	2762162448		lipid metabolic process
p.chrysosporium	2762162497	Subtilisin-like protein	Y					SB-S53		-1.94	-2.40	-0.77										-1.20		3	3	123.56	45	2762162497		proteolysis
m.thermophila	G2Q5D8	Glycoside hydrolase family 5 protein	Y	GH5_5;CBM1	GH	mannan			5.71	6.09	5.17	5.52	5.07	5.60	4.65	5.07	4.61	6.85	7.02	6.55				9	9	323.31	1250	tr|G2Q5D8|G2Q5D8_MYCTT	EC 3.2.1.4	carbohydrate metabolic process [GO:0005975]
n.crassa	Q7SDR1	Endoglucanase gh5-1	Y	GH5_5;CBM1	GH	mannan						0.99	0.79	0.79										5	5	323.31	28	sp|Q7SDR1|GUN3_NEUCR	EC 3.2.1.4	carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762162947	hypothetical protein	Y													-1.46	-1.23	-1.55						2	1	12.313	44	2762162947		
p.chrysosporium	2762163114	hypothetical protein	N						-1.59			-0.89	-1.20											3	3	54.752	42	2762163114		
p.chrysosporium	2762166409	Glycoside Hydrolase Family 5 protein	Y	GH5_5;CBM1	GH	mannan			2.87	2.87	2.24	1.82	1.98	0.09		3.68	3.09	-0.92	-0.81					3	3	323.31	383	2762166409		carbohydrate metabolic process
p.chrysosporium	2762163234	aspartic proteinase precursor	Y					AA-A1	-1.99	-2.02	-1.84							-1.39	-2.03					4	4	57.013	29	2762163234		
p.chrysosporium	2762163297	hypothetical protein	Y					SK-S41	0.50	0.33	0.54	0.58	-0.26	-1.00		-0.98	0.32							13	13	84.421	155	2762163297		proteolysis
p.chrysosporium	2762169093	Glycoside Hydrolase Family 5 protein	Y	GH5_5;CBM1	GH	mannan			3.73	3.34	2.95	2.80	2.43			4.23	4.32							8	8	180.48	171	2762169093		carbohydrate metabolic process
a.terreus	Q0CCD0	Probable mannan endo-1,4-beta-mannosidase A-1	Y	GH5_7	GH	mannan				-0.70			-1.24	-2.05		-0.26	1.30	-1.35	-1.30	-1.62				2	2	288.88	45	sp|Q0CCD0|MANA1_ASPTN	EC 3.2.1.78	carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762163827	galactose mutarotase-like protein	Y						0.25							0.48	0.54							6	6	162.53	68	2762163827		carbohydrate metabolic process
a.terreus	Q0CUG5	Probable mannan endo-1,4-beta-mannosidase A-2	Y	GH5_7	GH	mannan				0.02	-2.06				-2.53	-1.20	0.04	-0.51	-0.51	-1.17				4	4	104.36	77	sp|Q0CUG5|MANA2_ASPTN	EC 3.2.1.78	carbohydrate metabolic process [GO:0005975]
h.jecorina	G0RC85	Glycoside hydrolase family 5	Y	GH5_7	GH	mannan			-0.90	-1.40	0.03	0.00	0.59	-0.40	2.10	2.28	2.48	5.24	3.97	3.97				6	6	323.31	245	tr|G0RC85|G0RC85_HYPJQ		carbohydrate metabolic process [GO:0005975]
m.thermophila	G2QP39	Glycoside hydrolase family 5 protein	Y	GH5_7	GH	mannan			-0.67	-0.79					-0.11	-0.23	-0.01	1.78	2.62	2.14				19	19	323.31	346	tr|G2QP39|G2QP39_MYCTT	EC 3.2.1.78	carbohydrate metabolic process [GO:0005975]
p.chrysosporium	2762164192	hypothetical protein	Y					GA-G1								-0.38	-0.32	-1.31	-1.19		0.79	-0.04	1.25	3	2	171.18	71	2762164192		proteolysis
p.chrysosporium	2762164196	hypothetical protein	N						-2.31	-2.46						-0.78								3	3	51.604	69	2762164196		
p.chrysosporium	2762164220	acid proteinase	Y													1.54	2.43	0.23	1.07		1.56	4.24	3.15	4	2	125.25	113	2762164220;2762164218		proteolysis
p.chrysosporium	2762168929	glycoside hydrolase	Y	GH5_7	GH	mannan			-2.17	-1.50	-1.94					-1.53	-0.69							4	4	10.554	30	2762168929		carbohydrate metabolic process
p.chrysosporium	2762167022	Glycoside Hydrolase Family 5 protein	Y	GH5_7;CBM1	GH	mannan			1.30	1.08	1.18	0.92	0.22	0.11		2.25	1.84							4	4	228.93	163	2762167022		carbohydrate metabolic process
m.thermophila	G2Q3L3	Glycoside hydrolase family 51 protein	Y	GH51	GH	arabinan			-1.18	-0.74	-2.26													4	4	49.302	15	tr|G2Q3L3|G2Q3L3_MYCTT	EC 3.2.1.55	L-arabinose metabolic process [GO:0046373]
n.crassa	Q7S412	Alpha-L-arabinofuranosidase 2	Y	GH51	GH	arabinan			0.18	0.05	0.62	-0.35	-0.09	-0.16		-0.48								8	8	155.58	50	tr|Q7S412|Q7S412_NEUCR		L-arabinose metabolic process [GO:0046373]
p.chrysosporium	2762164701	glycoside hydrolase	Y	GH51	GH	arabinan			-0.84	-1.11	-0.87	-1.03	-1.83			-0.36	-1.48	-1.49	-1.66	-1.96		0.41		8	8	53.616	97	2762164701	EC 3.2.1.55	L-arabinose metabolic process
a.terreus	Q0CTQ7	Probable arabinogalactan endo-beta-1,4-galactanase A	Y	GH53	GH					-1.55								-1.29	-1.21	-1.75				7	7	69.904	38	sp|Q0CTQ7|GANA_ASPTN	EC 3.2.1.89	cell wall organization [GO:0071555]; pectin catabolic process [GO:0045490]
m.thermophila	G2Q3A2	Arabinogalactan endo-beta-1,4-galactanase	Y	GH53	GH				1.28	1.49	0.38	1.48	0.87	1.31	-0.07	0.59	0.18	0.11	-0.26	-1.56				10	10	188	245	tr|G2Q3A2|G2Q3A2_MYCTT	EC 3.2.1.89	metabolic process [GO:0008152]
n.crassa	Q7S187	Alpha-N-arabinofuranosidase	Y	GH54	GH																-3.36	-0.28	-0.32	3	3	67.4	13	tr|Q7S187|Q7S187_NEUCR		arabinan metabolic process [GO:0031221]
h.jecorina	G0R927	Glycoside hydrolase family 55	Y	GH55	GH				0.76	0.25	0.98	-0.17	0.13	0.30	-0.35	0.03	-0.25	1.18	1.24	0.56				11	11	323.31	204	tr|G0R927|G0R927_HYPJQ		
h.jecorina	G0RJ25	Glycoside hydrolase family 55	Y	GH55	GH				-0.44	-0.58	-0.42	-0.33	-0.22	0.42	0.32	0.43	0.41	3.57	2.85	2.52				14	14	323.31	231	tr|G0RJ25|G0RJ25_HYPJQ		
h.jecorina	G0RX78	Glycoside hydrolase family 55	Y	GH55	GH				-1.24	-1.48	-1.01							-1.08	-0.48	-0.51				5	5	41.102	37	tr|G0RX78|G0RX78_HYPJQ		
m.thermophila	G2QCT8	Glycoside hydrolase family 55 protein	Y	GH55	GH													-1.90	-1.86					7	7	32.346	15	tr|G2QCT8|G2QCT8_MYCTT		
p.chrysosporium	2762165605	subtilisin-like protease	Y					SB-S8	-2.86	-2.72	-2.83	-2.87												4	4	23.187	26	2762165605		proteolysis
p.chrysosporium	2762165701	expressed protein	N															-2.53		-3.06				1	1	3.7725	5	2762165701		
m.thermophila	G2QF48	Glycoside hydrolase family 55 protein	Y	GH55	GH							-0.90			-1.28	-1.19	-0.90	-1.73	-2.51	-2.07				11	11	128.42	68	tr|G2QF48|G2QF48_MYCTT	EC 3.2.1.58	metabolic process [GO:0008152]
m.thermophila	G2QIM4	Glycoside hydrolase family 55 protein	Y	GH55	GH				-0.99	-1.12	-1.37	-0.85	-0.90	-0.40	-2.47	-2.68	-2.38			-2.67				8	8	43.818	37	tr|G2QIM4|G2QIM4_MYCTT		
p.chrysosporium	2762170873	glucan 1,3-beta-glucosidase	Y	GH55	GH				3.23	3.05	2.58	2.63	2.27	0.67		2.33	1.84				0.65	0.99	0.65	9	9	323.31	683	2762170873		
m.thermophila	G2Q998	Glucanase	Y	GH6	GH	cellulose			3.72	4.04	3.67	3.04	2.66	3.04	0.29	0.78	0.48	3.50	3.49	3.27				11	11	295.47	429	tr|G2Q998|G2Q998_MYCTT	EC 3.2.1.-	cellulose catabolic process [GO:0030245]
n.crassa	Q1K5V3	Glucanase	N	GH6	GH	cellulose			3.71	3.17	3.50	4.44	4.18	3.79	0.71	3.08	3.05			1.78				12	12	323.31	143	tr|Q1K5V3|Q1K5V3_NEUCR	EC 3.2.1.-	cellulose catabolic process [GO:0030245]
a.terreus	Q0C8B3	Probable alpha-L-arabinofuranosidase axhA	Y	GH62	GH	arabinan			-0.24	0.54	-0.09		0.06	-0.16	-0.03	-0.75	-0.44	-0.42						5	5	268.28	138	sp|Q0C8B3|AXHA_ASPTN	EC 3.2.1.55	L-arabinose metabolic process [GO:0046373]; xylan catabolic process [GO:0045493]
h.jecorina	G0REY3	Glycoside hydrolase family 62	Y	GH62	GH	arabinan									-1.64	-1.94	-0.73							6	6	144.37	42	tr|G0REY3|G0REY3_HYPJQ		L-arabinose metabolic process [GO:0046373]
m.thermophila	G2QJQ6	Glycoside hydrolase family 62 protein	Y	GH62	GH	arabinan			1.37	1.34	0.88				-2.83	-2.37								8	7	195.76	88	tr|G2QJQ6|G2QJQ6_MYCTT		L-arabinose metabolic process [GO:0046373]
m.thermophila	G2QLV4	Glycoside hydrolase family 62 protein	Y	GH62;CBM1	GH	arabinan			6.78	7.11	6.22	4.62	3.90	4.97	3.71	3.93	3.84	1.30	0.93	1.10				11	10	323.31	727	tr|G2QLV4|G2QLV4_MYCTT		L-arabinose metabolic process [GO:0046373]
a.terreus	Q0CJP9	Probable alpha-glucuronidase A	Y	GH67	GH				-2.17		-1.34				-1.02	-2.41		-1.31						8	8	21.752	49	sp|Q0CJP9|AGUA_ASPTN	EC 3.2.1.139	xylan catabolic process [GO:0045493]
m.thermophila	G2QJE6	Alpha-glucuronidase	Y	GH67	GH				-0.66	-0.95	-0.16	-0.29	0.29	-0.13										11	11	27.186	51	tr|G2QJE6|G2QJE6_MYCTT	EC 3.2.1.139	xylan catabolic process [GO:0045493]
a.terreus	Q0CC84	Probable endo-beta-1,4-glucanase celB (Endoglucanase celB)	Y	GH7	GH	cellulose			-0.93	-0.49	-0.91		-0.64		-0.95	-1.36	-1.23	-0.59	0.53	-0.43				4	3	19.1	95	sp|Q0CC84|CELB_ASPTN	EC 3.2.1.4	cellulose catabolic process [GO:0030245]
m.thermophila	G2QGA1	Glucanase	Y	GH7	GH	cellulose			0.95	1.21	0.92	1.17	0.86	1.38			-1.83	0.41	1.00	0.49				10	10	129.65	166	tr|G2QGA1|G2QGA1_MYCTT	EC 3.2.1.-	cellulose catabolic process [GO:0030245]
m.thermophila	G2QNN8	Glucanase	Y	GH7	GH	cellulose			5.26	5.46	4.67	5.23	4.55	5.08	2.44	3.10	2.73	3.57	3.11	2.45				17	17	323.31	823	tr|G2QNN8|G2QNN8_MYCTT	EC 3.2.1.-	cellulose catabolic process [GO:0030245]
a.terreus	Q0CMT2	Probable 1,4-beta-D-glucan cellobiohydrolase B	Y	GH7;CBM1	GH	cellulose			6.60	6.63	6.59	0.24	6.04	6.15	6.64	6.30	6.14	8.49	7.76	8.08				15	15	323.31	2335	sp|Q0CMT2|CBHB_ASPTN	EC 3.2.1.91	cellulose catabolic process [GO:0030245]
a.terreus	Q0CC79	Glucanase	Y	GH7;CBM1	GH	cellulose			2.02	0.76	2.04		0.71	0.79	2.46	0.76	0.56	3.18	3.30	2.96				5	4	145.47	286	tr|Q0CC79|Q0CC79_ASPTN	EC 3.2.1.-	cellulose catabolic process [GO:0030245]
h.jecorina	G0RKH9	Glucanase	Y	GH7;CBM1	GH	cellulose									1.56		2.20	5.90	4.71	4.84				3	3	75.407	212	tr|G0RKH9|G0RKH9_HYPJQ	EC 3.2.1.-	cellulose catabolic process [GO:0030245]
h.jecorina	G0RVK1	Glucanase	Y	GH7;CBM1	GH	cellulose			7.45	6.54	7.48	5.52	5.79	5.58	5.68	6.11	6.04	10.16	9.26	9.23				12	12	323.31	513	tr|G0RVK1|G0RVK1_HYPJQ	EC 3.2.1.-	cellulose catabolic process [GO:0030245]
p.chrysosporium	2762161201	exo-cellobiohydrolase I precursor	Y	GH7;CBM1	GH	cellulose			-2.16			-2.10				-0.30	-1.19							8	4	41.552	34	2762161201;2762161199		carbohydrate metabolic process
p.chrysosporium	2762162754	cellulase	Y	GH7;CBM1	GH	cellulose			7.68	7.66	7.62	6.24	6.32	4.02	5.78	8.02	8.26	4.42	4.56					13	11	323.31	1751	2762162754		carbohydrate metabolic process
p.chrysosporium	2762167640	hypothetical protein	N						-2.48	-2.20	-3.31		-3.46			-3.28	-2.81							6	6	17.356	31	2762167640		
p.chrysosporium	2762167740	SGNH hydrolase	Y						1.57	1.41	1.23	1.50	1.11	0.37		1.21	0.52							11	11	219.75	399	2762167740		
h.jecorina	G0RKI1	Predicted protein	N	GH71	GH				0.46		0.67		0.66	0.70	0.06	0.36	0.50	1.22	0.91	0.48				5	5	118.97	130	tr|G0RKI1|G0RKI1_HYPJQ		
m.thermophila	G2QMP5	Glycoside hydrolase family 71 protein	Y	GH71;CBM24	GH													-0.63	-2.35	-1.45				7	7	27.726	34	tr|G2QMP5|G2QMP5_MYCTT		
a.terreus	Q0CDT5	1,3-beta-glucanosyltransferase	Y	GH72	GH													-1.16	-1.02	-1.19				6	6	22.708	19	tr|Q0CDT5|Q0CDT5_ASPTN	EC 2.4.1.-	
h.jecorina	G0RJJ2	1,3-beta-glucanosyltransferase	Y	GH72	GH													-2.87	-0.38					3	3	52.778	24	tr|G0RJJ2|G0RJJ2_HYPJQ	EC 2.4.1.-	
m.thermophila	G2Q7B9	1,3-beta-glucanosyltransferase	Y	GH72	GH													-3.00	-1.77	-1.82				5	5	15.637	15	tr|G2Q7B9|G2Q7B9_MYCTT	EC 2.4.1.-	
a.terreus	Q0CHV8	1,3-beta-glucanosyltransferase	N	GH72;CBM43	GH					-2.37					-2.93			-2.39	-2.38	-2.20				5	5	13.849	30	tr|Q0CHV8|Q0CHV8_ASPTN	EC 2.4.1.-	transmembrane transport [GO:0055085]
h.jecorina	G0RQW0	1,3-beta-glucanosyltransferase	Y	GH72;CBM43	GH												-0.60	1.64	2.78	3.12				8	8	323.31	158	tr|G0RQW0|G0RQW0_HYPJQ	EC 2.4.1.-	
h.jecorina	G0RXH1	1,3-beta-glucanosyltransferase	Y	GH72;CBM43	GH													0.15	-0.59	0.16				4	4	37.168	14	tr|G0RXH1|G0RXH1_HYPJQ	EC 2.4.1.-	
m.thermophila	G2QAD1	1,3-beta-glucanosyltransferase	Y	GH72;CBM43	GH				-2.13	-1.98		-1.61	-1.65	-2.23				-3.28	-2.53	-2.41	-0.91	-0.58	-0.92	8	8	66.074	48	tr|G2QAD1|G2QAD1_MYCTT	EC 2.4.1.-	
p.chrysosporium	2762168721	family 74 glycoside hydrolase	Y	GH74;CBM1;GH74;GH74	GH	xyloglucan			2.90	3.05	2.33	1.10	0.71	-0.78	3.06	4.17	3.84							21	19	323.31	558	2762168721;2762172995		carbohydrate metabolic process
p.chrysosporium	2762164052	Glycoside Hydrolase Family 74 protein	Y	GH74;GH74;GH74	GH	xyloglucan			0.64	0.86	0.30	-0.31	-0.88		-2.05	2.31	2.43							20	18	323.31	244	2762164052		
a.terreus	Q0CNM6	Uncharacterized protein	Y	GH74;GH74;GH74;CBM1	GH	xyloglucan			0.39	0.52	0.98		0.35	0.38	0.92	0.19	0.54	2.37	-0.05	2.62				16	16	273.12	307	tr|Q0CNM6|Q0CNM6_ASPTN		carbohydrate metabolic process [GO:0005975]
h.jecorina	Q7Z9M8	Xyloglucanase	Y	GH74;GH74;GH74;CBM1	GH	xyloglucan			3.63	3.55	3.77	3.24	3.10	3.48	2.75	3.12	2.99	1.88	1.36	2.38				14	14	323.31	416	sp|Q7Z9M8|XG74_HYPJQ	EC 3.2.1.155	cellulose catabolic process [GO:0030245]
m.thermophila	G2QHR7	Glycoside hydrolase family 74 protein	Y	GH74;GH74;GH74;GH74	GH	xyloglucan			4.26	4.49	3.37	4.51	4.09	4.54	2.54	2.63	2.66	4.17	3.96	3.52				27	27	323.31	1133	tr|G2QHR7|G2QHR7_MYCTT		
a.terreus	Q0CXB5	Endo-chitosanase	Y	GH75	GH																-1.43	-1.92		4	4	54.882	18	tr|Q0CXB5|Q0CXB5_ASPTN	EC 3.2.1.132	polysaccharide catabolic process [GO:0000272]
p.chrysosporium	2762168069	Glycoside Hydrolase Family 78 protein	Y	GH78	GH											-2.59	-2.96							3	3	7.1169	12	2762168069		
m.thermophila	G2QJT2	Glycoside hydrolase family 79 protein	Y	GH79	GH				1.73	2.02	0.54	2.40	1.76	2.02	-0.22	0.30	0.01							13	13	263.95	168	tr|G2QJT2|G2QJT2_MYCTT		
p.chrysosporium	2762165023	Glycoside Hydrolase Family 79 protein	Y	GH79	GH											-2.27	-1.62							3	3	8.3495	14	2762165023	EC 3.2.1.31	
p.chrysosporium	2762169467	hypothetical protein	Y						-2.47							-2.14	-2.06							6	6	13.065	11	2762169467		
p.chrysosporium	2762169472	ustilago Sphaerogena ribonuclease U2 complexed with adenosine 2'-Monophosphate	Y													-0.52	0.38	-0.04	0.01		0.65	0.61	0.14	2	2	107.79	59	2762169472		
p.chrysosporium	2762171226	Glycoside Hydrolase Family 79 protein	Y	GH79	GH											-2.72	-2.58							3	3	8.1997	9	2762171226	EC 3.2.1.31	
h.jecorina	G0RHL2	Glycoside hydrolase family 81	Y	GH81	GH													0.33	0.51	0.00				6	6	51.894	38	tr|G0RHL2|G0RHL2_HYPJQ		
p.chrysosporium	2762169520	putative isomerase YbhE	N						0.65	0.85	-0.03	0.07	-0.17	-1.07		1.59	1.70							8	8	216.49	163	2762169520		
m.thermophila	G2QHM1	Glycoside hydrolase family 81 protein	Y	GH81;GH81	GH							-1.50			-1.67	-1.76	-2.19	-1.97	-2.26					14	14	94.087	48	tr|G2QHM1|G2QHM1_MYCTT		
p.chrysosporium	2762159800	glycoside hydrolase family 88 protein	Y	GH88	GH											-2.53	-1.91							2	2	122.03	29	2762159800		
p.chrysosporium	2762169729	PEBP-like protein	Y					JE-I51	-2.61	-2.20	-1.96	-2.36	-3.14											4	4	10.293	24	2762169729		
p.chrysosporium	2762169896	peptidyl-Lys metalloendopeptidase	Y					MA-M35								-1.84	-2.07							1	1	4.0765	11	2762169896		
h.jecorina	G0R911	Glycoside hydrolase family 92	Y	GH92	GH										-3.03		-2.40							3	3	45.244	8	tr|G0R911|G0R911_HYPJQ		
p.chrysosporium	2762163167	glycoside hydrolase family 92 protein	Y	GH92	GH				-2.14	-1.94	-1.70	-3.02	-2.59			-1.83	-1.07							11	11	32.071	63	2762163167		
p.chrysosporium	2762170193	family A1 protease	Y					AA-A1				-2.15				-2.37		-0.59	-0.53		0.41	1.41	-1.03	7	7	269.6	62	2762170193		
p.chrysosporium	2762170251	Enolase	N																		-2.32	-1.10		6	6	18.251	13	2762170251	EC 4.2.1.11	
a.terreus	Q0CZJ3	Uncharacterized protein	Y	GH93	GH				0.37	-3.40	0.34			-2.10	0.27	-2.28		-1.58						7	7	52.683	50	tr|Q0CZJ3|Q0CZJ3_ASPTN		
p.chrysosporium	2762170313	acid protease	Y					AA-A1	-0.70	-0.98	-0.59					-2.37								4	4	42.417	36	2762170313		
p.chrysosporium	2762170383	aldehyde dehydrogenase	N						0.04	-3.36	-4.00													8	8	40.592	22	2762170383		metabolic process;oxidation-reduction process
m.thermophila	G2Q5Q6	Glycoside hydrolase family 93 protein	Y	GH93	GH				2.26	2.52	1.55	1.01	0.91	1.21	-0.24	-0.69	-0.47							12	12	167.1	179	tr|G2Q5Q6|G2Q5Q6_MYCTT		
m.thermophila	G2QJ26	Glycoside hydrolase family 93 protein	Y	GH93	GH				1.82	2.01	1.69													12	12	81.387	68	tr|G2QJ26|G2QJ26_MYCTT		
p.chrysosporium	2762170458	calcium-dependent phosphotriesterase	Y						-0.29	-0.58	-0.53	-0.72	-0.93	-1.78		-1.20	-1.29							5	5	23.182	108	2762170458		
m.thermophila	G2QDI5	Glycoside hydrolase family 95 protein	Y	GH95	GH				1.42	1.59	0.79	0.72	0.09	0.82	-0.51	-0.15	-0.50							19	19	323.31	135	tr|G2QDI5|G2QDI5_MYCTT		
